asset_identity,field,url
1079b9dbca3832bb11409bbf904332c0,asset_url,https://www.youtube.com/watch?v=wCNBMVNGcI4
1079b9dbca3832bb11409bbf904332c0,canonical_url,https://www.youtube.com/watch?v=wCNBMVNGcI4
14561d5179370d6b01a525ee238a6f51,asset_url,https://solink.soundon.fm/episode/1568b200-c457-48fd-99ac-689c9df11927
14561d5179370d6b01a525ee238a6f51,canonical_url,https://solink.soundon.fm/episode/1568b200-c457-48fd-99ac-689c9df11927
146e8981c59fb665a7b160b85f10ad59,asset_url,https://blog.shopline.tw/merchant-showcase-dengyi/
146e8981c59fb665a7b160b85f10ad59,canonical_url,https://blog.shopline.tw/merchant-showcase-dengyi/
157c029473a854394abfde3028d9ebe9,asset_url,https://www.youtube.com/watch?v=zUgrXHkPrfY
157c029473a854394abfde3028d9ebe9,canonical_url,https://www.youtube.com/watch?v=zUgrXHkPrfY
15f2a0c0439b0caead206172d1f0f6c3,asset_url,https://blog.shopline.tw/merchant-showcase-homiya/
15f2a0c0439b0caead206172d1f0f6c3,canonical_url,https://blog.shopline.tw/merchant-showcase-homiya/
185da7c5673b95e9382915c8d57dd46c,asset_url,https://blog.shopline.tw/merchant-showcase-carnivoreraw/
185da7c5673b95e9382915c8d57dd46c,canonical_url,https://blog.shopline.tw/merchant-showcase-carnivoreraw/
18db5862cf31bd1ed8030a084cb09ab5,asset_url,https://blog.shopline.tw/merchant-showcase-shanfeng/
18db5862cf31bd1ed8030a084cb09ab5,canonical_url,https://blog.shopline.tw/merchant-showcase-shanfeng/
1c8ce4cd20ae5cfbd929a92b73ee0064,asset_url,https://solink.soundon.fm/episode/54a125ab-1dcb-4576-86f2-c4176773e777
1c8ce4cd20ae5cfbd929a92b73ee0064,canonical_url,https://solink.soundon.fm/episode/54a125ab-1dcb-4576-86f2-c4176773e777
1cfdf6107390c97fa4a23bc152a784fa,asset_url,https://www.youtube.com/watch?v=wwfBm_etpeA&list=PL1ZakqyNyglV5VHlD_Yk0pojqPO4NixVj&index=16
1cfdf6107390c97fa4a23bc152a784fa,canonical_url,https://www.youtube.com/watch?v=wwfBm_etpeA&list=PL1ZakqyNyglV5VHlD_Yk0pojqPO4NixVj&index=16
1dfdf9ee93159e6c6f51371dd543082f,asset_url,https://solink.soundon.fm/episode/d3132d40-dedd-4ba6-bd8f-0fdd480648db
1dfdf9ee93159e6c6f51371dd543082f,canonical_url,https://solink.soundon.fm/episode/d3132d40-dedd-4ba6-bd8f-0fdd480648db
1e340794fb29d7f38c0f5ea5300bf00c,asset_url,https://blog.shopline.tw/merchant-showcase-heal-you/
1e340794fb29d7f38c0f5ea5300bf00c,canonical_url,https://blog.shopline.tw/merchant-showcase-heal-you/
21a64211ab000e00d262434aa39a04a4,asset_url,https://www.youtube.com/watch?v=Gu1VNZc2HH4
21a64211ab000e00d262434aa39a04a4,canonical_url,https://www.youtube.com/watch?v=Gu1VNZc2HH4
25a3a60e83c5a93f3db2fde0ab1b0e42,asset_url,https://www.shoppingdesign.com.tw/post/view/8179
25a3a60e83c5a93f3db2fde0ab1b0e42,canonical_url,https://www.shoppingdesign.com.tw/post/view/8179
25a62ca3991c0141b0621aed1269b3b8,asset_url,https://blog.shopline.tw/merchant-showcase-jan-dan/
25a62ca3991c0141b0621aed1269b3b8,canonical_url,https://blog.shopline.tw/merchant-showcase-jan-dan/
2633b05ea5b74c343fe1be866ed8299a,asset_url,https://blog.shopline.tw/merchant-showcase-aeni/
2633b05ea5b74c343fe1be866ed8299a,canonical_url,https://blog.shopline.tw/merchant-showcase-aeni/
271ac795a947bff3db691a5a955ae978,asset_url,https://solink.soundon.fm/episode/03928718-3114-4cee-bf8f-1bf84199395b
271ac795a947bff3db691a5a955ae978,canonical_url,https://solink.soundon.fm/episode/03928718-3114-4cee-bf8f-1bf84199395b
2887d550fb3389996ee05f2ac2df7df9,asset_url,https://www.youtube.com/watch?v=Ffb8uzAZd7Y
2887d550fb3389996ee05f2ac2df7df9,canonical_url,https://www.youtube.com/watch?v=Ffb8uzAZd7Y
28a442b4f9376c3b5f4ee8cdd4368c48,asset_url,https://www.youtube.com/watch?v=-t4HxuoBGMY&list=PL1ZakqyNyglV5VHlD_Yk0pojqPO4NixVj&index=22
28a442b4f9376c3b5f4ee8cdd4368c48,canonical_url,https://www.youtube.com/watch?v=-t4HxuoBGMY&list=PL1ZakqyNyglV5VHlD_Yk0pojqPO4NixVj&index=22
28dcbc5cb33d3ecde9433012f84ad24b,asset_url,https://www.youtube.com/watch?v=JiCJ7mOpIvo&list=PL1ZakqyNyglV5VHlD_Yk0pojqPO4NixVj&index=4
28dcbc5cb33d3ecde9433012f84ad24b,canonical_url,https://www.youtube.com/watch?v=JiCJ7mOpIvo&list=PL1ZakqyNyglV5VHlD_Yk0pojqPO4NixVj&index=4
2c12b3a57de7c84a4117fb89ab230f7b,asset_url,https://www.youtube.com/watch?v=HRYvXvqSpYw
2c12b3a57de7c84a4117fb89ab230f7b,canonical_url,https://www.youtube.com/watch?v=HRYvXvqSpYw
2c86902fdee0bafbd9c19b1476ca3de2,asset_url,https://blog.shopline.tw/merchant-showcase-clap/
2c86902fdee0bafbd9c19b1476ca3de2,canonical_url,https://blog.shopline.tw/merchant-showcase-clap/
2d70d11530ac99597c0747f259b36e11,asset_url,https://blog.shopline.tw/merchant-showcase-desire-shop/
2d70d11530ac99597c0747f259b36e11,canonical_url,https://blog.shopline.tw/merchant-showcase-desire-shop/
2e5f7dacf4ae49a22f50834f6915847b,asset_url,https://www.youtube.com/watch?v=bd-HGQtyICA&list=PL1ZakqyNyglV5VHlD_Yk0pojqPO4NixVj&index=10
2e5f7dacf4ae49a22f50834f6915847b,canonical_url,https://www.youtube.com/watch?v=bd-HGQtyICA&list=PL1ZakqyNyglV5VHlD_Yk0pojqPO4NixVj&index=10
2ef23458b48fb0551c163eb832589933,asset_url,https://solink.soundon.fm/episode/15a1baa7-e7ab-47c7-9086-897b5116c0b1
2ef23458b48fb0551c163eb832589933,canonical_url,https://solink.soundon.fm/episode/15a1baa7-e7ab-47c7-9086-897b5116c0b1
2f1ccd3dce612723688ae8eaa2b5781f,asset_url,https://www.bnext.com.tw/article/72773/shopline202211
2f1ccd3dce612723688ae8eaa2b5781f,canonical_url,https://www.bnext.com.tw/article/72773/shopline202211
30f207692f083b2daa68332c537f2036,asset_url,https://www.youtube.com/watch?v=PHGo4Lx2SpI&list=PL1ZakqyNyglV5VHlD_Yk0pojqPO4NixVj&index=6
30f207692f083b2daa68332c537f2036,canonical_url,https://www.youtube.com/watch?v=PHGo4Lx2SpI&list=PL1ZakqyNyglV5VHlD_Yk0pojqPO4NixVj&index=6
31857059a464404750308ec006d60341,asset_url,https://blog.shopline.tw/merchant-showcase-flover/
31857059a464404750308ec006d60341,canonical_url,https://blog.shopline.tw/merchant-showcase-flover/
319872f8cf4d9372430fa92851012000,asset_url,https://www.youtube.com/watch?v=CQrhL9ZkYOU
319872f8cf4d9372430fa92851012000,canonical_url,https://www.youtube.com/watch?v=CQrhL9ZkYOU
3204f248b8ea275dffee5841a2d428da,asset_url,https://blog.shopline.tw/merchant-showcase-clubon/
3204f248b8ea275dffee5841a2d428da,canonical_url,https://blog.shopline.tw/merchant-showcase-clubon/
3256b543d8a657a1be9f7cd20093290a,asset_url,https://blog.shopline.tw/merchant-showcase-betterbio/
3256b543d8a657a1be9f7cd20093290a,canonical_url,https://blog.shopline.tw/merchant-showcase-betterbio/
33b1ef66f6cdd030d997c2ff1b6a2f13,asset_url,https://blog.shopline.tw/merchant-showcase-yh/
33b1ef66f6cdd030d997c2ff1b6a2f13,canonical_url,https://blog.shopline.tw/merchant-showcase-yh/
34b3b513bcca2090582e1ea616f96077,asset_url,https://blog.shopline.tw/merchant-showcase-amouter/
34b3b513bcca2090582e1ea616f96077,canonical_url,https://blog.shopline.tw/merchant-showcase-amouter/
351a6bcac1f4252151978b07be51136b,asset_url,https://www.youtube.com/watch?v=ZX7nUYbSjmY
351a6bcac1f4252151978b07be51136b,canonical_url,https://www.youtube.com/watch?v=ZX7nUYbSjmY
37364a2a94b9eb932f72b150e5ee022c,asset_url,https://blog.shopline.tw/merchant-showcase-nisoro/
37364a2a94b9eb932f72b150e5ee022c,canonical_url,https://blog.shopline.tw/merchant-showcase-nisoro/
38dee24e25ba988cb3ce9d3f9a6cb3ed,asset_url,https://www.youtube.com/watch?v=0YNdW63gVHw
38dee24e25ba988cb3ce9d3f9a6cb3ed,canonical_url,https://www.youtube.com/watch?v=0YNdW63gVHw
390d838995b6a95f333a213b32810fa4,asset_url,https://blog.shopline.tw/merchant-showcase-goodmofamily/
390d838995b6a95f333a213b32810fa4,canonical_url,https://blog.shopline.tw/merchant-showcase-goodmofamily/
39ae7efaa1a811233950fc0bd7f80d87,asset_url,https://blog.shopline.tw/merchant-showcase-stancave/
39ae7efaa1a811233950fc0bd7f80d87,canonical_url,https://blog.shopline.tw/merchant-showcase-stancave/
3b6603d034f42ea09a58a5704639ce27,asset_url,https://www.youtube.com/watch?v=8uL6F0yEV_8
3b6603d034f42ea09a58a5704639ce27,canonical_url,https://www.youtube.com/watch?v=8uL6F0yEV_8
3c591222c06058b9ece0798a3bfb5fbc,asset_url,https://blog.shopline.tw/merchant-showcase-wave-flower/
3c591222c06058b9ece0798a3bfb5fbc,canonical_url,https://blog.shopline.tw/merchant-showcase-wave-flower/
3c6bd96273619a884683405a11c1c3df,asset_url,https://solink.soundon.fm/episode/ee858f56-88e8-4b00-9055-dd242a22d2cd
3c6bd96273619a884683405a11c1c3df,canonical_url,https://solink.soundon.fm/episode/ee858f56-88e8-4b00-9055-dd242a22d2cd
3d4cc3815b787914c9a0ac2ea88f384f,asset_url,https://blog.shopline.tw/merchant-showcase-cheeseduke/
3d4cc3815b787914c9a0ac2ea88f384f,canonical_url,https://blog.shopline.tw/merchant-showcase-cheeseduke/
40c6914d533cc200c8667861d040855d,asset_url,https://www.inside.com.tw/article/39224-shopline-bellostore
40c6914d533cc200c8667861d040855d,canonical_url,https://www.inside.com.tw/article/39224-shopline-bellostore
42a5d26536e4f323ed99ccf883ca2ce2,asset_url,https://blog.shopline.tw/merchant-showcase-guxon/
42a5d26536e4f323ed99ccf883ca2ce2,canonical_url,https://blog.shopline.tw/merchant-showcase-guxon/
4328ff4594125d951bd28cdbe465cad7,asset_url,https://blog.shopline.tw/merchant-showcase-31house-4ladies/
4328ff4594125d951bd28cdbe465cad7,canonical_url,https://blog.shopline.tw/merchant-showcase-31house-4ladies/
4337e0b2cbab6e14cf2237411449f5ea,asset_url,https://blog.shopline.tw/merchant-showcase-tokitokyo/
4337e0b2cbab6e14cf2237411449f5ea,canonical_url,https://blog.shopline.tw/merchant-showcase-tokitokyo/
44f7075b0729d2d29122429a96a35d4f,asset_url,https://blog.shopline.tw/merchant-showcase-dachun/
44f7075b0729d2d29122429a96a35d4f,canonical_url,https://blog.shopline.tw/merchant-showcase-dachun/
46217a2f27575238ff62015e610c6cb8,asset_url,https://www.youtube.com/watch?v=EobCI1hUo4s
46217a2f27575238ff62015e610c6cb8,canonical_url,https://www.youtube.com/watch?v=EobCI1hUo4s
46ca7002f043ae40e478bc36308d1589,asset_url,https://blog.shopline.tw/merchant-showcase-packageplus/
46ca7002f043ae40e478bc36308d1589,canonical_url,https://blog.shopline.tw/merchant-showcase-packageplus/
4782b2a8b30a3cd964d5918b44fe8bd9,asset_url,https://blog.shopline.tw/merchant-showcase-pettofund/
4782b2a8b30a3cd964d5918b44fe8bd9,canonical_url,https://blog.shopline.tw/merchant-showcase-pettofund/
47c55c4fad2212565e1c998be6ec8dfa,asset_url,https://blog.shopline.tw/merchant-showcase-kanpai-mart/
47c55c4fad2212565e1c998be6ec8dfa,canonical_url,https://blog.shopline.tw/merchant-showcase-kanpai-mart/
481a6ef183432044c251b59bfcce5e89,asset_url,https://blog.shopline.tw/merchant-showcase-shrd/
481a6ef183432044c251b59bfcce5e89,canonical_url,https://blog.shopline.tw/merchant-showcase-shrd/
48855386672383b9b7d947f1f287b286,asset_url,https://solink.soundon.fm/episode/0e636cc5-73f5-4e6b-afec-34501d05e4e8
48855386672383b9b7d947f1f287b286,canonical_url,https://solink.soundon.fm/episode/0e636cc5-73f5-4e6b-afec-34501d05e4e8
48953e8158bc94608bfc10d0055fbc0a,asset_url,https://blog.shopline.tw/csr-shopline-cpa/
48953e8158bc94608bfc10d0055fbc0a,canonical_url,https://blog.shopline.tw/csr-shopline-cpa/
4b3d99e7427dfc3e717efa172cd1753b,asset_url,https://www.youtube.com/watch?v=ykpIewIS29g
4b3d99e7427dfc3e717efa172cd1753b,canonical_url,https://www.youtube.com/watch?v=ykpIewIS29g
4b4dc25610497124f42bad5951d4f093,asset_url,https://youtu.be/DMIgZjZ09es
4b4dc25610497124f42bad5951d4f093,canonical_url,https://youtu.be/DMIgZjZ09es
4b6ef10dd33e9b576cdd089a40838e5b,asset_url,https://blog.shopline.tw/merchant-showcase-qbi/
4b6ef10dd33e9b576cdd089a40838e5b,canonical_url,https://blog.shopline.tw/merchant-showcase-qbi/
4bd05982139e1dde15835a531d784ce6,asset_url,https://blog.shopline.tw/merchant-showcase-oringo/
4bd05982139e1dde15835a531d784ce6,canonical_url,https://blog.shopline.tw/merchant-showcase-oringo/
4c793bfe24e1ad679ed81fdeab5a590c,asset_url,https://blog.shopline.tw/merchant-showcase-canna/
4c793bfe24e1ad679ed81fdeab5a590c,canonical_url,https://blog.shopline.tw/merchant-showcase-canna/
4cb7c37e0b75f4619686c75433183f6b,asset_url,https://blog.shopline.tw/merchant-showcase-chanz/
4cb7c37e0b75f4619686c75433183f6b,canonical_url,https://blog.shopline.tw/merchant-showcase-chanz/
4df2b93afadcf53fa58a7cbf8d308ff4,asset_url,https://youtu.be/Hafun-RpiJw
4df2b93afadcf53fa58a7cbf8d308ff4,canonical_url,https://youtu.be/Hafun-RpiJw
4e22ee96355ebaf5059cd95fa6335bd6,asset_url,https://blog.shopline.tw/merchant-showcase-phargoods/
4e22ee96355ebaf5059cd95fa6335bd6,canonical_url,https://blog.shopline.tw/merchant-showcase-phargoods/
4e391997be47752f87f2ba607f272a75,asset_url,https://blog.shopline.tw/merchant-showcase-pincha/
4e391997be47752f87f2ba607f272a75,canonical_url,https://blog.shopline.tw/merchant-showcase-pincha/
4e8a87d78e6bdf8cad5da71432d399df,asset_url,https://www.youtube.com/watch?v=PqaRKK89yt8
4e8a87d78e6bdf8cad5da71432d399df,canonical_url,https://www.youtube.com/watch?v=PqaRKK89yt8
4f2cd3c87cfd7646504c3473cd021d58,asset_url,https://blog.shopline.tw/merchant-showcase-innovision-cb/
4f2cd3c87cfd7646504c3473cd021d58,canonical_url,https://blog.shopline.tw/merchant-showcase-innovision-cb/
529a1dfff81813c54634f59c6efddf24,asset_url,https://www.youtube.com/watch?v=6Luo3iYQPX8
529a1dfff81813c54634f59c6efddf24,canonical_url,https://www.youtube.com/watch?v=6Luo3iYQPX8
52af5b3640788d5b9f7297ba786180c7,asset_url,https://www.youtube.com/watch?v=GknBybCGHJ8
52af5b3640788d5b9f7297ba786180c7,canonical_url,https://www.youtube.com/watch?v=GknBybCGHJ8
57df45efe3283fb39718af86ea6320bc,asset_url,https://blog.shopline.tw/merchant-showcase-artigiano/
57df45efe3283fb39718af86ea6320bc,canonical_url,https://blog.shopline.tw/merchant-showcase-artigiano/
5b58df33e8df605239c9eaef67ecacf4,asset_url,https://www.youtube.com/watch?v=BAfXPOSBGlc
5b58df33e8df605239c9eaef67ecacf4,canonical_url,https://www.youtube.com/watch?v=BAfXPOSBGlc
5d3ed691455c923a0a411af92c5aa3a0,asset_url,https://www.youtube.com/watch?v=bHNf9-rOMTg&list=PL1ZakqyNyglV5VHlD_Yk0pojqPO4NixVj&index=13
5d3ed691455c923a0a411af92c5aa3a0,canonical_url,https://www.youtube.com/watch?v=bHNf9-rOMTg&list=PL1ZakqyNyglV5VHlD_Yk0pojqPO4NixVj&index=13
5e2fa59ac019a387cfc5ae2e22fa0912,asset_url,https://www.youtube.com/watch?v=S-doIQoYBpA
5e2fa59ac019a387cfc5ae2e22fa0912,canonical_url,https://www.youtube.com/watch?v=S-doIQoYBpA
5e57934b5f7859ddbf42693a9aed0b73,asset_url,https://www.youtube.com/watch?v=MAe83PqeYHE
5e57934b5f7859ddbf42693a9aed0b73,canonical_url,https://www.youtube.com/watch?v=MAe83PqeYHE
5f4aff4862249320055e14f5b623f9fc,asset_url,https://solink.soundon.fm/episode/ad9d741b-96c9-49bf-8282-58b5d0ffdbe4
5f4aff4862249320055e14f5b623f9fc,canonical_url,https://solink.soundon.fm/episode/ad9d741b-96c9-49bf-8282-58b5d0ffdbe4
5f6c70137f9ceeddcb7037638d18c6d2,asset_url,https://www.youtube.com/watch?v=ndu3Nek6--E&list=PL1ZakqyNyglV5VHlD_Yk0pojqPO4NixVj&index=8
5f6c70137f9ceeddcb7037638d18c6d2,canonical_url,https://www.youtube.com/watch?v=ndu3Nek6--E&list=PL1ZakqyNyglV5VHlD_Yk0pojqPO4NixVj&index=8
64969f0860bd64a57535b948b532d320,asset_url,https://www.bnext.com.tw/article/76653/shopline_202309
64969f0860bd64a57535b948b532d320,canonical_url,https://www.bnext.com.tw/article/76653/shopline_202309
649f77377d8d261f32977994e1f46961,asset_url,https://blog.shopline.tw/merchant-showcase-nineselect/
649f77377d8d261f32977994e1f46961,canonical_url,https://blog.shopline.tw/merchant-showcase-nineselect/
64b19b3d8c54c349ea75094bbf6551ab,asset_url,https://blog.shopline.tw/merchant-showcase-witsper-10anniversary/
64b19b3d8c54c349ea75094bbf6551ab,canonical_url,https://blog.shopline.tw/merchant-showcase-witsper-10anniversary/
65fd1ee8d095d1fb37c192a80b02def0,asset_url,https://solink.soundon.fm/episode/ccd67b67-3356-4f32-9ab1-b1f52bb052e8
65fd1ee8d095d1fb37c192a80b02def0,canonical_url,https://solink.soundon.fm/episode/ccd67b67-3356-4f32-9ab1-b1f52bb052e8
674b082cfe45e270728f00563a9f2cd1,asset_url,https://blog.shopline.tw/merchant-showcase-menwen/
674b082cfe45e270728f00563a9f2cd1,canonical_url,https://blog.shopline.tw/merchant-showcase-menwen/
675b69435c9a155431615a9fce97ca10,asset_url,https://blog.shopline.tw/merchant-showcase-whomfor/
675b69435c9a155431615a9fce97ca10,canonical_url,https://blog.shopline.tw/merchant-showcase-whomfor/
68177684d5dcebb8bfc97462cd58e261,asset_url,https://blog.shopline.tw/merchant-showcase-tasterscoffee/
68177684d5dcebb8bfc97462cd58e261,canonical_url,https://blog.shopline.tw/merchant-showcase-tasterscoffee/
6910a9689a22cf13597192f523c6e81a,asset_url,https://solink.soundon.fm/episode/b612e6d7-9dc1-4b3b-86a3-de4778b5ad42
6910a9689a22cf13597192f523c6e81a,canonical_url,https://solink.soundon.fm/episode/b612e6d7-9dc1-4b3b-86a3-de4778b5ad42
6a61d3bdd6d1d5bc1a146e1df26ce550,asset_url,https://blog.shopline.tw/merchant-showcase-jan-dan-line-live-stream/
6a61d3bdd6d1d5bc1a146e1df26ce550,canonical_url,https://blog.shopline.tw/merchant-showcase-jan-dan-line-live-stream/
6b95a29049dd34c0e5979ee67105d756,asset_url,https://www.bnext.com.tw/article/77855/shopline_202312
6b95a29049dd34c0e5979ee67105d756,canonical_url,https://www.bnext.com.tw/article/77855/shopline_202312
6c27339e9caf494603705989c47b6462,asset_url,https://www.inside.com.tw/article/39726-xround-shopline-crowd-funding-and-marketing
6c27339e9caf494603705989c47b6462,canonical_url,https://www.inside.com.tw/article/39726-xround-shopline-crowd-funding-and-marketing
6e05373119ef19c5be96aa17dd1476fa,asset_url,https://www.bnext.com.tw/article/75083/business-qa-life-ware-house-may-23-mag
6e05373119ef19c5be96aa17dd1476fa,canonical_url,https://www.bnext.com.tw/article/75083/business-qa-life-ware-house-may-23-mag
70b404a350eebb9b745b2432539503aa,asset_url,https://www.youtube.com/watch?v=_Flx589WogE
70b404a350eebb9b745b2432539503aa,canonical_url,https://www.youtube.com/watch?v=_Flx589WogE
713af2109367dd2173427f5ed31f1be6,asset_url,https://blog.shopline.tw/merchant-showcase-tagathergoods/
713af2109367dd2173427f5ed31f1be6,canonical_url,https://blog.shopline.tw/merchant-showcase-tagathergoods/
713befc3e65e9c89c2bd7a474b95b03c,asset_url,https://blog.shopline.tw/partnership-interview-boxful/
713befc3e65e9c89c2bd7a474b95b03c,canonical_url,https://blog.shopline.tw/partnership-interview-boxful/
7397859ac49c01e67c8f9ab67bb2e9d2,asset_url,https://www.businesstoday.com.tw/article/category/80393/post/202003230029/
7397859ac49c01e67c8f9ab67bb2e9d2,canonical_url,https://www.businesstoday.com.tw/article/category/80393/post/202003230029/
774eafa1b25526f6aed8ddd774cd736c,asset_url,https://blog.shopline.tw/merchant-showcase-amissa/
774eafa1b25526f6aed8ddd774cd736c,canonical_url,https://blog.shopline.tw/merchant-showcase-amissa/
78ba4913fb05cb4a00f23273eb9f1295,asset_url,https://www.youtube.com/watch?v=1E1uQio6wJw
78ba4913fb05cb4a00f23273eb9f1295,canonical_url,https://www.youtube.com/watch?v=1E1uQio6wJw
79383ed27f64e792c813afa73e51ec23,asset_url,https://www.youtube.com/watch?v=JO2oXOgr4bw
79383ed27f64e792c813afa73e51ec23,canonical_url,https://www.youtube.com/watch?v=JO2oXOgr4bw
79d7436bbe51fd7866fe7dad2c9fb75c,asset_url,https://www.bnext.com.tw/article/75180/shopline202305
79d7436bbe51fd7866fe7dad2c9fb75c,canonical_url,https://www.bnext.com.tw/article/75180/shopline202305
79f9084d01d933f754e01a1b9eecd861,asset_url,https://blog.shopline.tw/merchant-showcase-hypeselect/
79f9084d01d933f754e01a1b9eecd861,canonical_url,https://blog.shopline.tw/merchant-showcase-hypeselect/
7dbc66e320de45e7084d83c68a7ed19c,asset_url,https://solink.soundon.fm/episode/26a7222b-59bd-4262-bf7b-e325fa21204f
7dbc66e320de45e7084d83c68a7ed19c,canonical_url,https://solink.soundon.fm/episode/26a7222b-59bd-4262-bf7b-e325fa21204f
7dfda7e39b102f0b2c922e6c24f5f6e6,asset_url,https://blog.shopline.tw/merchant-showcase-catiss/
7dfda7e39b102f0b2c922e6c24f5f6e6,canonical_url,https://blog.shopline.tw/merchant-showcase-catiss/
7fae4c24d38dc8122b46cf7a4895024a,asset_url,https://blog.shopline.tw/merchant-showcase-nongchunxiang/
7fae4c24d38dc8122b46cf7a4895024a,canonical_url,https://blog.shopline.tw/merchant-showcase-nongchunxiang/
80da009439e878a0a0d22e4affe4ff25,asset_url,https://blog.shopline.tw/merchant-showcase-lovefu/
80da009439e878a0a0d22e4affe4ff25,canonical_url,https://blog.shopline.tw/merchant-showcase-lovefu/
821c00dbab787e9a35a0f87dc671d1ed,asset_url,https://blog.shopline.tw/merchant-showcase-ispine/
821c00dbab787e9a35a0f87dc671d1ed,canonical_url,https://blog.shopline.tw/merchant-showcase-ispine/
85b64f040cbece9600e75a8c493e42fa,asset_url,https://www.businessweekly.com.tw/business/indep/1005569
85b64f040cbece9600e75a8c493e42fa,canonical_url,https://www.businessweekly.com.tw/business/indep/1005569
85bbab8312ac038e94cca695e28dc12d,asset_url,https://www.youtube.com/watch?v=Af_4vPxUTnM
85bbab8312ac038e94cca695e28dc12d,canonical_url,https://www.youtube.com/watch?v=Af_4vPxUTnM
871d165833f821d85574130876bd4318,asset_url,https://blog.shopline.tw/merchant-showcase-bonnyread-cb/
871d165833f821d85574130876bd4318,canonical_url,https://blog.shopline.tw/merchant-showcase-bonnyread-cb/
87767d49c993a10d9f3fc765125d13ed,asset_url,https://blog.shopline.tw/merchant-showcase-abao/
87767d49c993a10d9f3fc765125d13ed,canonical_url,https://blog.shopline.tw/merchant-showcase-abao/
87bd99d26999046255ff998eaf2ef372,asset_url,https://blog.shopline.tw/merchant-showcase-art-aquarium-taipei/
87bd99d26999046255ff998eaf2ef372,canonical_url,https://blog.shopline.tw/merchant-showcase-art-aquarium-taipei/
88f7b22d21a10a6addd5df092d477742,asset_url,https://www.youtube.com/watch?v=tb1BBRp1OA4&list=PL1ZakqyNyglV5VHlD_Yk0pojqPO4NixVj&index=14
88f7b22d21a10a6addd5df092d477742,canonical_url,https://www.youtube.com/watch?v=tb1BBRp1OA4&list=PL1ZakqyNyglV5VHlD_Yk0pojqPO4NixVj&index=14
897e08d89bd13dc7840deee2419fb45c,asset_url,https://www.youtube.com/watch?v=wgVhF56zurs
897e08d89bd13dc7840deee2419fb45c,canonical_url,https://www.youtube.com/watch?v=wgVhF56zurs
